date,tic,cshtrd,prccd,prchd,prcld,prcod
2014-12-05,2783,2783,2783,2783,2783,2783
2014-12-08,2781,2781,2781,2781,2781,2781
2014-12-09,2777,2777,2777,2777,2777,2777
2014-12-10,2777,2777,2777,2777,2777,2777
2014-12-11,2779,2779,2779,2779,2779,2779
2014-12-12,2781,2781,2781,2781,2781,2781
2014-12-15,2776,2776,2776,2776,2776,2776
2014-12-16,2775,2775,2775,2775,2775,2775
2014-12-17,2779,2779,2779,2779,2779,2779
2014-12-18,2780,2780,2780,2780,2780,2780
2014-12-19,2778,2778,2778,2778,2778,2778
2014-12-22,2778,2778,2778,2778,2778,2778
2014-12-23,2774,2774,2774,2774,2774,2774
2014-12-24,2769,2769,2769,2769,2769,2769
2014-12-26,2771,2771,2771,2771,2771,2771
2014-12-29,2774,2774,2774,2774,2774,2774
2014-12-30,2776,2776,2776,2776,2776,2776
2014-12-31,2778,2778,2778,2778,2778,2778
2015-01-02,2871,2871,2871,2871,2871,2871
2015-01-05,2871,2871,2871,2871,2871,2871
2015-01-06,2869,2869,2869,2869,2869,2869
2015-01-07,2869,2869,2869,2869,2869,2869
2015-01-08,2869,2869,2869,2869,2869,2869
2015-01-09,2866,2866,2866,2866,2866,2866
2015-01-12,2866,2866,2866,2866,2866,2866
2015-01-13,2868,2868,2868,2868,2868,2868
2015-01-14,2866,2866,2866,2866,2866,2866
2015-01-15,2867,2867,2867,2867,2867,2867
2015-01-16,2863,2863,2863,2863,2863,2863
2015-01-20,2863,2863,2863,2863,2863,2863
2015-01-21,2862,2862,2862,2862,2862,2862
2015-01-22,2861,2861,2861,2861,2861,2861
2015-01-23,2862,2862,2862,2862,2862,2862
2015-01-26,2860,2860,2860,2860,2860,2860
2015-01-27,2862,2862,2862,2862,2862,2862
2015-01-28,2860,2860,2860,2860,2860,2860
2015-01-29,2860,2860,2860,2860,2860,2860
2015-01-30,2858,2858,2858,2858,2858,2858
2015-02-02,2855,2855,2855,2855,2855,2855
2015-02-03,2856,2856,2856,2856,2856,2856
2015-02-04,2859,2859,2859,2859,2859,2859
2015-02-05,2856,2856,2856,2856,2856,2856
2015-02-06,2858,2858,2858,2858,2858,2858
2015-02-09,2857,2857,2857,2857,2857,2857
2015-02-10,2856,2856,2856,2856,2856,2856
2015-02-11,2856,2856,2856,2856,2856,2856
2015-02-12,2853,2853,2853,2853,2853,2853
2015-02-13,2856,2856,2856,2856,2856,2856
2015-02-17,2855,2855,2855,2855,2855,2855
2015-02-18,2849,2849,2849,2849,2849,2849
2015-02-19,2849,2849,2849,2849,2849,2849
2015-02-20,2852,2852,2852,2852,2852,2852
2015-02-23,2849,2849,2849,2849,2849,2849
2015-02-24,2850,2850,2850,2850,2850,2850
2015-02-25,2846,2846,2846,2846,2846,2846
2015-02-26,2849,2849,2849,2849,2849,2849
2015-02-27,2850,2850,2850,2850,2850,2850
2015-03-02,2849,2849,2849,2849,2849,2849
2015-03-03,2846,2846,2846,2846,2846,2846
2015-03-04,2847,2847,2847,2847,2847,2847
2015-03-05,2849,2849,2849,2849,2849,2849
2015-03-06,2848,2848,2848,2848,2848,2848
2015-03-09,2848,2848,2848,2848,2848,2848
2015-03-10,2848,2848,2848,2848,2848,2848
2015-03-11,2845,2845,2845,2845,2845,2845
2015-03-12,2847,2847,2847,2847,2847,2847
2015-03-13,2844,2844,2844,2844,2844,2844
2015-03-16,2844,2844,2844,2844,2844,2844
2015-03-17,2843,2843,2843,2843,2843,2843
2015-03-18,2843,2843,2843,2843,2843,2843
2015-03-19,2841,2841,2841,2841,2841,2841
2015-03-20,2844,2844,2844,2844,2844,2844
2015-03-23,2846,2846,2846,2846,2846,2846
2015-03-24,2840,2840,2840,2840,2840,2840
2015-03-25,2845,2845,2845,2845,2845,2845
2015-03-26,2841,2841,2841,2841,2841,2841
2015-03-27,2839,2839,2839,2839,2839,2839
2015-03-30,2841,2841,2841,2841,2841,2841
2015-03-31,2841,2841,2841,2841,2841,2841
2015-04-01,2841,2841,2841,2841,2841,2841
2015-04-02,2840,2840,2840,2840,2840,2840
2015-04-06,2841,2841,2841,2841,2841,2841
2015-04-07,2840,2840,2840,2840,2840,2840
2015-04-08,2838,2838,2838,2838,2838,2838
2015-04-09,2839,2839,2839,2839,2839,2839
2015-04-10,2837,2837,2837,2837,2837,2837
2015-04-13,2836,2836,2836,2836,2836,2836
2015-04-14,2838,2838,2838,2838,2838,2838
2015-04-15,2837,2837,2837,2837,2837,2837
2015-04-16,2840,2840,2840,2840,2840,2840
2015-04-17,2839,2839,2839,2839,2839,2839
2015-04-20,2838,2838,2838,2838,2838,2838
2015-04-21,2839,2839,2839,2839,2839,2839
2015-04-22,2840,2840,2840,2840,2840,2840
2015-04-23,2837,2837,2837,2837,2837,2837
2015-04-24,2837,2837,2837,2837,2837,2837
2015-04-27,2838,2838,2838,2838,2838,2838
2015-04-28,2836,2836,2836,2836,2836,2836
2015-04-29,2837,2837,2837,2837,2837,2837
2015-04-30,2838,2838,2838,2838,2838,2838
2015-05-01,2837,2837,2837,2837,2837,2837
2015-05-04,2835,2835,2835,2835,2835,2835
2015-05-05,2837,2837,2837,2837,2837,2837
2015-05-06,2834,2834,2834,2834,2834,2834
2015-05-07,2833,2833,2833,2833,2833,2833
2015-05-08,2834,2834,2834,2834,2834,2834
2015-05-11,2833,2833,2833,2833,2833,2833
2015-05-12,2829,2829,2829,2829,2829,2829
2015-05-13,2830,2830,2830,2830,2830,2830
2015-05-14,2832,2832,2832,2832,2832,2832
2015-05-15,2831,2831,2831,2831,2831,2831
2015-05-18,2832,2832,2832,2832,2832,2832
2015-05-19,2832,2832,2832,2832,2832,2832
2015-05-20,2832,2832,2832,2832,2832,2832
2015-05-21,2832,2832,2832,2832,2832,2832
2015-05-22,2832,2832,2832,2832,2832,2832
2015-05-26,2830,2830,2830,2830,2830,2830
2015-05-27,2829,2829,2829,2829,2829,2829
2015-05-28,2831,2831,2831,2831,2831,2831
2015-05-29,2828,2828,2828,2828,2828,2828
2015-06-01,2826,2826,2826,2826,2826,2826
2015-06-02,2825,2825,2825,2825,2825,2825
2015-06-03,2827,2827,2827,2827,2827,2827
2015-06-04,2824,2824,2824,2824,2824,2824
2015-06-05,2825,2825,2825,2825,2825,2825
2015-06-08,2826,2826,2826,2826,2826,2826
2015-06-09,2822,2822,2822,2822,2822,2822
2015-06-10,2825,2825,2825,2825,2825,2825
2015-06-11,2823,2823,2823,2823,2823,2823
2015-06-12,2822,2822,2822,2822,2822,2822
2015-06-15,2822,2822,2822,2822,2822,2822
2015-06-16,2820,2820,2820,2820,2820,2820
2015-06-17,2821,2821,2821,2821,2821,2821
2015-06-18,2822,2822,2822,2822,2822,2822
2015-06-19,2822,2822,2822,2822,2822,2822
2015-06-22,2822,2822,2822,2822,2822,2822
2015-06-23,2819,2819,2819,2819,2819,2819
2015-06-24,2818,2818,2818,2818,2818,2818
2015-06-25,2818,2818,2818,2818,2818,2818
2015-06-26,2821,2821,2821,2821,2821,2821
2015-06-29,2818,2818,2818,2818,2818,2818
2015-06-30,2818,2818,2818,2818,2818,2818
2015-07-01,2813,2813,2813,2813,2813,2813
2015-07-02,2811,2811,2811,2811,2811,2811
2015-07-06,2811,2811,2811,2811,2811,2811
2015-07-07,2808,2808,2808,2808,2808,2808
2015-07-08,2806,2806,2806,2806,2806,2806
2015-07-09,2810,2810,2810,2810,2810,2810
2015-07-10,2808,2808,2808,2808,2808,2808
2015-07-13,2808,2808,2808,2808,2808,2808
2015-07-14,2808,2808,2808,2808,2808,2808
2015-07-15,2809,2809,2809,2809,2809,2809
2015-07-16,2807,2807,2807,2807,2807,2807
2015-07-17,2810,2810,2810,2810,2810,2810
2015-07-20,2805,2805,2805,2805,2805,2805
2015-07-21,2804,2804,2804,2804,2804,2804
2015-07-22,2805,2805,2805,2805,2805,2805
2015-07-23,2807,2807,2807,2807,2807,2807
2015-07-24,2805,2805,2805,2805,2805,2805
2015-07-27,2804,2804,2804,2804,2804,2804
2015-07-28,2804,2804,2804,2804,2804,2804
2015-07-29,2803,2803,2803,2803,2803,2803
2015-07-30,2802,2802,2802,2802,2802,2802
2015-07-31,2806,2806,2806,2806,2806,2806
2015-08-03,2799,2799,2799,2799,2799,2799
2015-08-04,2800,2800,2800,2800,2800,2800
2015-08-05,2799,2799,2799,2799,2799,2799
2015-08-06,2800,2800,2800,2800,2800,2800
2015-08-07,2798,2798,2798,2798,2798,2798
2015-08-10,2800,2800,2800,2800,2800,2800
2015-08-11,2795,2795,2795,2795,2795,2795
2015-08-12,2799,2799,2799,2799,2799,2799
2015-08-13,2798,2798,2798,2798,2798,2798
2015-08-14,2798,2798,2798,2798,2798,2798
2015-08-17,2797,2797,2797,2797,2797,2797
2015-08-18,2793,2793,2793,2793,2793,2793
2015-08-19,2796,2796,2796,2796,2796,2796
2015-08-20,2796,2796,2796,2796,2796,2796
2015-08-21,2796,2796,2796,2796,2796,2796
2015-08-24,2795,2795,2795,2795,2795,2795
2015-08-25,2796,2796,2796,2796,2796,2796
2015-08-26,2794,2794,2794,2794,2794,2794
2015-08-27,2794,2794,2794,2794,2794,2794
2015-08-28,2790,2790,2790,2790,2790,2790
2015-08-31,2788,2788,2788,2788,2788,2788
2015-09-01,2789,2789,2789,2789,2789,2789
2015-09-02,2788,2788,2788,2788,2788,2788
2015-09-03,2786,2786,2786,2786,2786,2786
2015-09-04,2786,2786,2786,2786,2786,2786
2015-09-08,2789,2789,2789,2789,2789,2789
2015-09-09,2785,2785,2785,2785,2785,2785
2015-09-10,2789,2789,2789,2789,2789,2789
2015-09-11,2786,2786,2786,2786,2786,2786
2015-09-14,2786,2786,2786,2786,2786,2786
2015-09-15,2788,2788,2788,2788,2788,2788
2015-09-16,2790,2790,2790,2790,2790,2790
2015-09-17,2787,2787,2787,2787,2787,2787
2015-09-18,2785,2785,2785,2785,2785,2785
2015-09-21,2784,2784,2784,2784,2784,2784
2015-09-22,2785,2785,2785,2785,2785,2785
2015-09-23,2785,2785,2785,2785,2785,2785
2015-09-24,2787,2787,2787,2787,2787,2787
2015-09-25,2787,2787,2787,2787,2787,2787
2015-09-28,2788,2788,2788,2788,2788,2788
2015-09-29,2786,2786,2786,2786,2786,2786
2015-09-30,2788,2788,2788,2788,2788,2788
2015-10-01,2784,2784,2784,2784,2784,2784
2015-10-02,2782,2782,2782,2782,2782,2782
2015-10-05,2784,2784,2784,2784,2784,2784
2015-10-06,2781,2781,2781,2781,2781,2781
2015-10-07,2780,2780,2780,2780,2780,2780
2015-10-08,2779,2779,2779,2779,2779,2779
2015-10-09,2780,2780,2780,2780,2780,2780
2015-10-12,2779,2779,2779,2779,2779,2779
2015-10-13,2778,2778,2778,2778,2778,2778
2015-10-14,2781,2781,2781,2781,2781,2781
2015-10-15,2780,2780,2780,2780,2780,2780
2015-10-16,2779,2779,2779,2779,2779,2779
2015-10-19,2781,2781,2781,2781,2781,2781
2015-10-20,2780,2780,2780,2780,2780,2780
2015-10-21,2779,2779,2779,2779,2779,2779
2015-10-22,2781,2781,2781,2781,2781,2781
2015-10-23,2781,2781,2781,2781,2781,2781
2015-10-26,2780,2780,2780,2780,2780,2780
2015-10-27,2777,2777,2777,2777,2777,2777
2015-10-28,2780,2780,2780,2780,2780,2780
2015-10-29,2773,2773,2773,2773,2773,2773
2015-10-30,2778,2778,2778,2778,2778,2778
2015-11-02,2774,2774,2774,2774,2774,2774
2015-11-03,2775,2775,2775,2775,2775,2775
2015-11-04,2770,2770,2770,2770,2770,2770
2015-11-05,2775,2775,2775,2775,2775,2775
2015-11-06,2773,2773,2773,2773,2773,2773
2015-11-09,2773,2773,2773,2773,2773,2773
2015-11-10,2775,2775,2775,2775,2775,2775
2015-11-11,2774,2774,2774,2774,2774,2774
2015-11-12,2772,2772,2772,2772,2772,2772
2015-11-13,2772,2772,2772,2772,2772,2772
2015-11-16,2774,2774,2774,2774,2774,2774
2015-11-17,2775,2775,2775,2775,2775,2775
2015-11-18,2774,2774,2774,2774,2774,2774
2015-11-19,2773,2773,2773,2773,2773,2773
2015-11-20,2771,2771,2771,2771,2771,2771
2015-11-23,2770,2770,2770,2770,2770,2770
2015-11-24,2771,2771,2771,2771,2771,2771
2015-11-25,2765,2765,2765,2765,2765,2765
2015-11-27,2761,2761,2761,2761,2761,2761
2015-11-30,2770,2770,2770,2770,2770,2770
2015-12-01,2772,2772,2772,2772,2772,2772
2015-12-02,2773,2773,2773,2773,2773,2773
2015-12-03,2771,2771,2771,2771,2771,2771
2015-12-04,2772,2772,2772,2772,2772,2772
2015-12-07,2774,2774,2774,2774,2774,2774
2015-12-08,2766,2766,2766,2766,2766,2766
2015-12-09,2768,2768,2768,2768,2768,2768
2015-12-10,2764,2764,2764,2764,2764,2764
2015-12-11,2767,2767,2767,2767,2767,2767
2015-12-14,2766,2766,2766,2766,2766,2766
2015-12-15,2765,2765,2765,2765,2765,2765
2015-12-16,2763,2763,2763,2763,2763,2763
2015-12-17,2763,2763,2763,2763,2763,2763
2015-12-18,2760,2760,2760,2760,2760,2760
2015-12-21,2762,2762,2762,2762,2762,2762
2015-12-22,2764,2764,2764,2764,2764,2764
2015-12-23,2762,2762,2762,2762,2762,2762
2015-12-24,2759,2759,2759,2759,2759,2759
2015-12-28,2763,2763,2763,2763,2763,2763
2015-12-29,2761,2761,2761,2761,2761,2761
2015-12-30,2762,2762,2762,2762,2762,2762
2015-12-31,2761,2761,2761,2761,2761,2761
2016-01-04,2880,2880,2880,2880,2880,2880
2016-01-05,2878,2878,2878,2878,2878,2878
2016-01-06,2885,2885,2885,2885,2885,2885
2016-01-07,2886,2886,2886,2886,2886,2886
2016-01-08,2883,2883,2883,2883,2883,2883
2016-01-11,2883,2883,2883,2883,2883,2883
2016-01-12,2885,2885,2885,2885,2885,2885
2016-01-13,2885,2885,2885,2885,2885,2885
2016-01-14,2885,2885,2885,2885,2885,2885
2016-01-15,2884,2884,2884,2884,2884,2884
2016-01-19,2883,2883,2883,2883,2883,2883
2016-01-20,2881,2881,2881,2881,2881,2881
2016-01-21,2879,2879,2879,2879,2879,2879
2016-01-22,2877,2877,2877,2877,2877,2877
2016-01-25,2878,2878,2878,2878,2878,2878
2016-01-26,2874,2874,2874,2874,2874,2874
2016-01-27,2875,2875,2875,2875,2875,2875
2016-01-28,2871,2871,2871,2871,2871,2871
2016-01-29,2876,2876,2876,2876,2876,2876
2016-02-01,2869,2869,2869,2869,2869,2869
2016-02-02,2868,2868,2868,2868,2868,2868
2016-02-03,2870,2870,2870,2870,2870,2870
2016-02-04,2867,2867,2867,2867,2867,2867
2016-02-05,2869,2869,2869,2869,2869,2869
2016-02-08,2871,2871,2871,2871,2871,2871
2016-02-09,2874,2874,2874,2874,2874,2874
2016-02-10,2865,2865,2865,2865,2865,2865
2016-02-11,2870,2870,2870,2870,2870,2870
2016-02-12,2869,2869,2869,2869,2869,2869
2016-02-16,2868,2868,2868,2868,2868,2868
2016-02-17,2866,2866,2866,2866,2866,2866
2016-02-18,2867,2867,2867,2867,2867,2867
2016-02-19,2868,2868,2868,2868,2868,2868
2016-02-22,2863,2863,2863,2863,2863,2863
2016-02-23,2863,2863,2863,2863,2863,2863
2016-02-24,2863,2863,2863,2863,2863,2863
2016-02-25,2862,2862,2862,2862,2862,2862
2016-02-26,2860,2860,2860,2860,2860,2860
2016-02-29,2863,2863,2863,2863,2863,2863
2016-03-01,2858,2858,2858,2858,2858,2858
2016-03-02,2858,2858,2858,2858,2858,2858
2016-03-03,2858,2858,2858,2858,2858,2858
2016-03-04,2856,2856,2856,2856,2856,2856
2016-03-07,2854,2854,2854,2854,2854,2854
2016-03-08,2856,2856,2856,2856,2856,2856
2016-03-09,2851,2851,2851,2851,2851,2851
2016-03-10,2850,2850,2850,2850,2850,2850
2016-03-11,2854,2854,2854,2854,2854,2854
2016-03-14,2853,2853,2853,2853,2853,2853
2016-03-15,2854,2854,2854,2854,2854,2854
2016-03-16,2849,2849,2849,2849,2849,2849
2016-03-17,2854,2854,2854,2854,2854,2854
2016-03-18,2853,2853,2853,2853,2853,2853
2016-03-21,2854,2854,2854,2854,2854,2854
2016-03-22,2853,2853,2853,2853,2853,2853
2016-03-23,2851,2851,2851,2851,2851,2851
2016-03-24,2849,2849,2849,2849,2849,2849
2016-03-28,2849,2849,2849,2849,2849,2849
2016-03-29,2850,2850,2850,2850,2850,2850
2016-03-30,2850,2850,2850,2850,2850,2850
2016-03-31,2849,2849,2849,2849,2849,2849
2016-04-01,2849,2849,2849,2849,2849,2849
2016-04-04,2844,2844,2844,2844,2844,2844
2016-04-05,2847,2847,2847,2847,2847,2847
2016-04-06,2844,2844,2844,2844,2844,2844
2016-04-07,2842,2842,2842,2842,2842,2842
2016-04-08,2845,2845,2845,2845,2845,2845
2016-04-11,2842,2842,2842,2842,2842,2842
2016-04-12,2842,2842,2842,2842,2842,2842
2016-04-13,2846,2846,2846,2846,2846,2846
2016-04-14,2842,2842,2842,2842,2842,2842
2016-04-15,2844,2844,2844,2844,2844,2844
2016-04-18,2840,2840,2840,2840,2840,2840
2016-04-19,2842,2842,2842,2842,2842,2842
2016-04-20,2844,2844,2844,2844,2844,2844
2016-04-21,2837,2837,2837,2837,2837,2837
2016-04-22,2838,2838,2838,2838,2838,2838
2016-04-25,2839,2839,2839,2839,2839,2839
2016-04-26,2842,2842,2842,2842,2842,2842
2016-04-27,2839,2839,2839,2839,2839,2839
2016-04-28,2842,2842,2842,2842,2842,2842
2016-04-29,2838,2838,2838,2838,2838,2838
2016-05-02,2836,2836,2836,2836,2836,2836
2016-05-03,2836,2836,2836,2836,2836,2836
2016-05-04,2836,2836,2836,2836,2836,2836
2016-05-05,2836,2836,2836,2836,2836,2836
2016-05-06,2839,2839,2839,2839,2839,2839
2016-05-09,2837,2837,2837,2837,2837,2837
2016-05-10,2836,2836,2836,2836,2836,2836
2016-05-11,2834,2834,2834,2834,2834,2834
2016-05-12,2832,2832,2832,2832,2832,2832
2016-05-13,2831,2831,2831,2831,2831,2831
2016-05-16,2832,2832,2832,2832,2832,2832
2016-05-17,2830,2830,2830,2830,2830,2830
2016-05-18,2828,2828,2828,2828,2828,2828
2016-05-19,2829,2829,2829,2829,2829,2829
2016-05-20,2830,2830,2830,2830,2830,2830
2016-05-23,2827,2827,2827,2827,2827,2827
2016-05-24,2828,2828,2828,2828,2828,2828
2016-05-25,2830,2830,2830,2830,2830,2830
2016-05-26,2830,2830,2830,2830,2830,2830
2016-05-27,2827,2827,2827,2827,2827,2827
2016-05-31,2829,2829,2829,2829,2829,2829
2016-06-01,2829,2829,2829,2829,2829,2829
2016-06-02,2823,2823,2823,2823,2823,2823
2016-06-03,2826,2826,2826,2826,2826,2826
2016-06-06,2827,2827,2827,2827,2827,2827
2016-06-07,2827,2827,2827,2827,2827,2827
2016-06-08,2826,2826,2826,2826,2826,2826
2016-06-09,2827,2827,2827,2827,2827,2827
2016-06-10,2827,2827,2827,2827,2827,2827
2016-06-13,2826,2826,2826,2826,2826,2826
2016-06-14,2824,2824,2824,2824,2824,2824
2016-06-15,2825,2825,2825,2825,2825,2825
2016-06-16,2826,2826,2826,2826,2826,2826
2016-06-17,2826,2826,2826,2826,2826,2826
2016-06-20,2823,2823,2823,2823,2823,2823
2016-06-21,2822,2822,2822,2822,2822,2822
2016-06-22,2822,2822,2822,2822,2822,2822
2016-06-23,2824,2824,2824,2824,2824,2824
2016-06-24,2825,2825,2825,2825,2825,2825
2016-06-27,2825,2825,2825,2825,2825,2825
2016-06-28,2825,2825,2825,2825,2825,2825
2016-06-29,2825,2825,2825,2825,2825,2825
2016-06-30,2823,2823,2823,2823,2823,2823
2016-07-01,2818,2818,2818,2818,2818,2818
2016-07-05,2820,2820,2820,2820,2820,2820
2016-07-06,2816,2816,2816,2816,2816,2816
2016-07-07,2815,2815,2815,2815,2815,2815
2016-07-08,2817,2817,2817,2817,2817,2817
2016-07-11,2818,2818,2818,2818,2818,2818
2016-07-12,2816,2816,2816,2816,2816,2816
2016-07-13,2815,2815,2815,2815,2815,2815
2016-07-14,2813,2813,2813,2813,2813,2813
2016-07-15,2814,2814,2814,2814,2814,2814
2016-07-18,2811,2811,2811,2811,2811,2811
2016-07-19,2814,2814,2814,2814,2814,2814
2016-07-20,2813,2813,2813,2813,2813,2813
2016-07-21,2813,2813,2813,2813,2813,2813
2016-07-22,2812,2812,2812,2812,2812,2812
2016-07-25,2812,2812,2812,2812,2812,2812
2016-07-26,2815,2815,2815,2815,2815,2815
2016-07-27,2809,2809,2809,2809,2809,2809
2016-07-28,2808,2808,2808,2808,2808,2808
2016-07-29,2808,2808,2808,2808,2808,2808
2016-08-01,2804,2804,2804,2804,2804,2804
2016-08-02,2806,2806,2806,2806,2806,2806
2016-08-03,2803,2803,2803,2803,2803,2803
2016-08-04,2805,2805,2805,2805,2805,2805
2016-08-05,2807,2807,2807,2807,2807,2807
2016-08-08,2807,2807,2807,2807,2807,2807
2016-08-09,2802,2802,2802,2802,2802,2802
2016-08-10,2803,2803,2803,2803,2803,2803
2016-08-11,2804,2804,2804,2804,2804,2804
2016-08-12,2804,2804,2804,2804,2804,2804
2016-08-15,2807,2807,2807,2807,2807,2807
2016-08-16,2803,2803,2803,2803,2803,2803
2016-08-17,2801,2801,2801,2801,2801,2801
2016-08-18,2802,2802,2802,2802,2802,2802
2016-08-19,2802,2802,2802,2802,2802,2802
2016-08-22,2799,2799,2799,2799,2799,2799
2016-08-23,2800,2800,2800,2800,2800,2800
2016-08-24,2800,2800,2800,2800,2800,2800
2016-08-25,2798,2798,2798,2798,2798,2798
2016-08-26,2797,2797,2797,2797,2797,2797
2016-08-29,2799,2799,2799,2799,2799,2799
2016-08-30,2795,2795,2795,2795,2795,2795
2016-08-31,2794,2794,2794,2794,2794,2794
2016-09-01,2792,2792,2792,2792,2792,2792
2016-09-02,2791,2791,2791,2791,2791,2791
2016-09-06,2793,2793,2793,2793,2793,2793
2016-09-07,2789,2789,2789,2789,2789,2789
2016-09-08,2788,2788,2788,2788,2788,2788
2016-09-09,2788,2788,2788,2788,2788,2788
2016-09-12,2786,2786,2786,2786,2786,2786
2016-09-13,2785,2785,2785,2785,2785,2785
2016-09-14,2786,2786,2786,2786,2786,2786
2016-09-15,2790,2790,2790,2790,2790,2790
2016-09-16,2784,2784,2784,2784,2784,2784
2016-09-19,2781,2781,2781,2781,2781,2781
2016-09-20,2780,2780,2780,2780,2780,2780
2016-09-21,2783,2783,2783,2783,2783,2783
2016-09-22,2784,2784,2784,2784,2784,2784
2016-09-23,2780,2780,2780,2780,2780,2780
2016-09-26,2780,2780,2780,2780,2780,2780
2016-09-27,2778,2778,2778,2778,2778,2778
2016-09-28,2778,2778,2778,2778,2778,2778
2016-09-29,2779,2779,2779,2779,2779,2779
2016-09-30,2777,2777,2777,2777,2777,2777
2016-10-03,2773,2773,2773,2773,2773,2773
2016-10-04,2771,2771,2771,2771,2771,2771
2016-10-05,2775,2775,2775,2775,2775,2775
2016-10-06,2772,2772,2772,2772,2772,2772
2016-10-07,2775,2775,2775,2775,2775,2775
2016-10-10,2772,2772,2772,2772,2772,2772
2016-10-11,2775,2775,2775,2775,2775,2775
2016-10-12,2775,2775,2775,2775,2775,2775
2016-10-13,2775,2775,2775,2775,2775,2775
2016-10-14,2773,2773,2773,2773,2773,2773
2016-10-17,2774,2774,2774,2774,2774,2774
2016-10-18,2772,2772,2772,2772,2772,2772
2016-10-19,2774,2774,2774,2774,2774,2774
2016-10-20,2772,2772,2772,2772,2772,2772
2016-10-21,2773,2773,2773,2773,2773,2773
2016-10-24,2771,2771,2771,2771,2771,2771
2016-10-25,2770,2770,2770,2770,2770,2770
2016-10-26,2772,2772,2772,2772,2772,2772
2016-10-27,2770,2770,2770,2770,2770,2770
2016-10-28,2770,2770,2770,2770,2770,2770
2016-10-31,2772,2772,2772,2772,2772,2772
2016-11-01,2765,2765,2765,2765,2765,2765
2016-11-02,2765,2765,2765,2765,2765,2765
2016-11-03,2763,2763,2763,2763,2763,2763
2016-11-04,2768,2768,2768,2768,2768,2768
2016-11-07,2760,2760,2760,2760,2760,2760
2016-11-08,2760,2760,2760,2760,2760,2760
2016-11-09,2762,2762,2762,2762,2762,2762
2016-11-10,2761,2761,2761,2761,2761,2761
2016-11-11,2759,2759,2759,2759,2759,2759
2016-11-14,2758,2758,2758,2758,2758,2758
2016-11-15,2758,2758,2758,2758,2758,2758
2016-11-16,2756,2756,2756,2756,2756,2756
2016-11-17,2758,2758,2758,2758,2758,2758
2016-11-18,2756,2756,2756,2756,2756,2756
2016-11-21,2756,2756,2756,2756,2756,2756
2016-11-22,2757,2757,2757,2757,2757,2757
2016-11-23,2757,2757,2757,2757,2757,2757
2016-11-25,2757,2757,2757,2757,2757,2757
2016-11-28,2757,2757,2757,2757,2757,2757
2016-11-29,2756,2756,2756,2756,2756,2756
2016-11-30,2755,2755,2755,2755,2755,2755
2016-12-01,2752,2752,2752,2752,2752,2752
2016-12-02,2751,2751,2751,2751,2751,2751
2016-12-05,2752,2752,2752,2752,2752,2752
2016-12-06,2749,2749,2749,2749,2749,2749
2016-12-07,2748,2748,2748,2748,2748,2748
2016-12-08,2750,2750,2750,2750,2750,2750
2016-12-09,2746,2746,2746,2746,2746,2746
2016-12-12,2746,2746,2746,2746,2746,2746
2016-12-13,2747,2747,2747,2747,2747,2747
2016-12-14,2745,2745,2745,2745,2745,2745
2016-12-15,2745,2745,2745,2745,2745,2745
2016-12-16,2744,2744,2744,2744,2744,2744
2016-12-19,2747,2747,2747,2747,2747,2747
2016-12-20,2745,2745,2745,2745,2745,2745
2016-12-21,2742,2742,2742,2742,2742,2742
2016-12-22,2739,2739,2739,2739,2739,2739
2016-12-23,2743,2743,2743,2743,2743,2743
2016-12-27,2742,2742,2742,2742,2742,2742
2016-12-28,2743,2743,2743,2743,2743,2743
2016-12-29,2744,2744,2744,2744,2744,2744
2016-12-30,2744,2744,2744,2744,2744,2744
2017-01-03,2876,2876,2876,2876,2876,2876
2017-01-04,2876,2876,2876,2876,2876,2876
2017-01-05,2872,2872,2872,2872,2872,2872
2017-01-06,2872,2872,2872,2872,2872,2872
2017-01-09,2874,2874,2874,2874,2874,2874
2017-01-10,2872,2872,2872,2872,2872,2872
2017-01-11,2874,2874,2874,2874,2874,2874
2017-01-12,2877,2877,2877,2877,2877,2877
2017-01-13,2874,2874,2874,2874,2874,2874
2017-01-17,2875,2875,2875,2875,2875,2875
2017-01-18,2875,2875,2875,2875,2875,2875
2017-01-19,2872,2872,2872,2872,2872,2872
2017-01-20,2871,2871,2871,2871,2871,2871
2017-01-23,2872,2872,2872,2872,2872,2872
2017-01-24,2869,2869,2869,2869,2869,2869
2017-01-25,2872,2872,2872,2872,2872,2872
2017-01-26,2871,2871,2871,2871,2871,2871
2017-01-27,2871,2871,2871,2871,2871,2871
2017-01-30,2871,2871,2871,2871,2871,2871
2017-01-31,2871,2871,2871,2871,2871,2871
2017-02-01,2869,2869,2869,2869,2869,2869
2017-02-02,2871,2871,2871,2871,2871,2871
2017-02-03,2870,2870,2870,2870,2870,2870
2017-02-06,2866,2866,2866,2866,2866,2866
2017-02-07,2866,2866,2866,2866,2866,2866
2017-02-08,2866,2866,2866,2866,2866,2866
2017-02-09,2867,2867,2867,2867,2867,2867
2017-02-10,2863,2863,2863,2863,2863,2863
2017-02-13,2864,2864,2864,2864,2864,2864
2017-02-14,2866,2866,2866,2866,2866,2866
2017-02-15,2865,2865,2865,2865,2865,2865
2017-02-16,2864,2864,2864,2864,2864,2864
2017-02-17,2862,2862,2862,2862,2862,2862
2017-02-21,2862,2862,2862,2862,2862,2862
2017-02-22,2860,2860,2860,2860,2860,2860
2017-02-23,2861,2861,2861,2861,2861,2861
