date,tic,cshtrd,prccd,prchd,prcld,prcod
2010-07-01,2726,2726,2726,2726,2726,2726
2010-07-02,2727,2727,2727,2727,2727,2727
2010-07-06,2725,2725,2725,2725,2725,2725
2010-07-07,2729,2729,2729,2729,2729,2729
2010-07-08,2726,2726,2726,2726,2726,2726
2010-07-09,2723,2723,2723,2723,2723,2723
2010-07-12,2727,2727,2727,2727,2727,2727
2010-07-13,2719,2719,2719,2719,2719,2719
2010-07-14,2724,2724,2724,2724,2724,2724
2010-07-15,2722,2722,2722,2722,2722,2722
2010-07-16,2722,2722,2722,2722,2722,2722
2010-07-19,2721,2721,2721,2721,2721,2721
2010-07-20,2726,2726,2726,2726,2726,2726
2010-07-21,2721,2721,2721,2721,2721,2721
2010-07-22,2721,2721,2721,2721,2721,2721
2010-07-23,2722,2722,2722,2722,2722,2722
2010-07-26,2722,2722,2722,2722,2722,2722
2010-07-27,2723,2723,2723,2723,2723,2723
2010-07-28,2717,2717,2717,2717,2717,2717
2010-07-29,2717,2717,2717,2717,2717,2717
2010-07-30,2718,2718,2718,2718,2718,2718
2010-08-02,2718,2718,2718,2718,2718,2718
2010-08-03,2723,2723,2723,2723,2723,2723
2010-08-04,2718,2718,2718,2718,2718,2718
2010-08-05,2714,2714,2714,2714,2714,2714
2010-08-06,2715,2715,2715,2715,2715,2715
2010-08-09,2714,2714,2714,2714,2714,2714
2010-08-10,2712,2712,2712,2712,2712,2712
2010-08-11,2705,2705,2705,2705,2705,2705
2010-08-12,2711,2711,2711,2711,2711,2711
2010-08-13,2711,2711,2711,2711,2711,2711
2010-08-16,2711,2711,2711,2711,2711,2711
2010-08-17,2711,2711,2711,2711,2711,2711
2010-08-18,2707,2707,2707,2707,2707,2707
2010-08-19,2706,2706,2706,2706,2706,2706
2010-08-20,2712,2712,2712,2712,2712,2712
2010-08-23,2710,2710,2710,2710,2710,2710
2010-08-24,2703,2703,2703,2703,2703,2703
2010-08-25,2707,2707,2707,2707,2707,2707
2010-08-26,2706,2706,2706,2706,2706,2706
2010-08-27,2703,2703,2703,2703,2703,2703
2010-08-30,2703,2703,2703,2703,2703,2703
2010-08-31,2702,2702,2702,2702,2702,2702
2010-09-01,2706,2706,2706,2706,2706,2706
2010-09-02,2703,2703,2703,2703,2703,2703
2010-09-03,2705,2705,2705,2705,2705,2705
2010-09-07,2706,2706,2706,2706,2706,2706
2010-09-08,2700,2700,2700,2700,2700,2700
2010-09-09,2700,2700,2700,2700,2700,2700
2010-09-10,2701,2701,2701,2701,2701,2701
2010-09-13,2707,2707,2707,2707,2707,2707
2010-09-14,2710,2710,2710,2710,2710,2710
2010-09-15,2704,2704,2704,2704,2704,2704
2010-09-16,2696,2696,2696,2696,2696,2696
2010-09-17,2704,2704,2704,2704,2704,2704
2010-09-20,2701,2701,2701,2701,2701,2701
2010-09-21,2704,2704,2704,2704,2704,2704
2010-09-22,2700,2700,2700,2700,2700,2700
2010-09-23,2696,2696,2696,2696,2696,2696
2010-09-24,2701,2701,2701,2701,2701,2701
2010-09-27,2706,2706,2706,2706,2706,2706
2010-09-28,2701,2701,2701,2701,2701,2701
2010-09-29,2699,2699,2699,2699,2699,2699
2010-09-30,2697,2697,2697,2697,2697,2697
2010-10-01,2693,2693,2693,2693,2693,2693
2010-10-04,2697,2697,2697,2697,2697,2697
2010-10-05,2695,2695,2695,2695,2695,2695
2010-10-06,2695,2695,2695,2695,2695,2695
2010-10-07,2696,2696,2696,2696,2696,2696
2010-10-08,2693,2693,2693,2693,2693,2693
2010-10-11,2688,2688,2688,2688,2688,2688
2010-10-12,2690,2690,2690,2690,2690,2690
2010-10-13,2693,2693,2693,2693,2693,2693
2010-10-14,2692,2692,2692,2692,2692,2692
2010-10-15,2690,2690,2690,2690,2690,2690
2010-10-18,2689,2689,2689,2689,2689,2689
2010-10-19,2688,2688,2688,2688,2688,2688
2010-10-20,2691,2691,2691,2691,2691,2691
2010-10-21,2684,2684,2684,2684,2684,2684
2010-10-22,2690,2690,2690,2690,2690,2690
2010-10-25,2690,2690,2690,2690,2690,2690
2010-10-26,2687,2687,2687,2687,2687,2687
2010-10-27,2688,2688,2688,2688,2688,2688
2010-10-28,2688,2688,2688,2688,2688,2688
2010-10-29,2688,2688,2688,2688,2688,2688
2010-11-01,2687,2687,2687,2687,2687,2687
2010-11-02,2689,2689,2689,2689,2689,2689
2010-11-03,2690,2690,2690,2690,2690,2690
2010-11-04,2687,2687,2687,2687,2687,2687
2010-11-05,2687,2687,2687,2687,2687,2687
2010-11-08,2693,2693,2693,2693,2693,2693
2010-11-09,2692,2692,2692,2692,2692,2692
2010-11-10,2689,2689,2689,2689,2689,2689
2010-11-11,2685,2685,2685,2685,2685,2685
2010-11-12,2688,2688,2688,2688,2688,2688
2010-11-15,2687,2687,2687,2687,2687,2687
2010-11-16,2682,2682,2682,2682,2682,2682
2010-11-17,2689,2689,2689,2689,2689,2689
2010-11-18,2686,2686,2686,2686,2686,2686
2010-11-19,2685,2685,2685,2685,2685,2685
2010-11-22,2686,2686,2686,2686,2686,2686
2010-11-23,2686,2686,2686,2686,2686,2686
2010-11-24,2680,2680,2680,2680,2680,2680
2010-11-26,2660,2660,2660,2660,2660,2660
2010-11-29,2682,2682,2682,2682,2682,2682
2010-11-30,2688,2688,2688,2688,2688,2688
2010-12-01,2683,2683,2683,2683,2683,2683
2010-12-02,2685,2685,2685,2685,2685,2685
2010-12-03,2683,2683,2683,2683,2683,2683
2010-12-06,2679,2679,2679,2679,2679,2679
2010-12-07,2683,2683,2683,2683,2683,2683
2010-12-08,2678,2678,2678,2678,2678,2678
2010-12-09,2678,2678,2678,2678,2678,2678
2010-12-10,2680,2680,2680,2680,2680,2680
2010-12-13,2681,2681,2681,2681,2681,2681
2010-12-14,2675,2675,2675,2675,2675,2675
2010-12-15,2678,2678,2678,2678,2678,2678
2010-12-16,2679,2679,2679,2679,2679,2679
2010-12-17,2679,2679,2679,2679,2679,2679
2010-12-20,2677,2677,2677,2677,2677,2677
2010-12-21,2676,2676,2676,2676,2676,2676
2010-12-22,2675,2675,2675,2675,2675,2675
2010-12-23,2669,2669,2669,2669,2669,2669
2010-12-27,2664,2664,2664,2664,2664,2664
2010-12-28,2668,2668,2668,2668,2668,2668
2010-12-29,2670,2670,2670,2670,2670,2670
2010-12-30,2672,2672,2672,2672,2672,2672
2010-12-31,2674,2674,2674,2674,2674,2674
2011-01-03,2769,2769,2769,2769,2769,2769
2011-01-04,2773,2773,2773,2773,2773,2773
2011-01-05,2775,2775,2775,2775,2775,2775
2011-01-06,2773,2773,2773,2773,2773,2773
2011-01-07,2775,2775,2775,2775,2775,2775
2011-01-10,2771,2771,2771,2771,2771,2771
2011-01-11,2775,2775,2775,2775,2775,2775
2011-01-12,2772,2772,2772,2772,2772,2772
2011-01-13,2770,2770,2770,2770,2770,2770
2011-01-14,2768,2768,2768,2768,2768,2768
2011-01-18,2773,2773,2773,2773,2773,2773
2011-01-19,2774,2774,2774,2774,2774,2774
2011-01-20,2769,2769,2769,2769,2769,2769
2011-01-21,2769,2769,2769,2769,2769,2769
2011-01-24,2772,2772,2772,2772,2772,2772
2011-01-25,2770,2770,2770,2770,2770,2770
2011-01-26,2769,2769,2769,2769,2769,2769
2011-01-27,2769,2769,2769,2769,2769,2769
2011-01-28,2768,2768,2768,2768,2768,2768
2011-01-31,2771,2771,2771,2771,2771,2771
2011-02-01,2767,2767,2767,2767,2767,2767
2011-02-02,2770,2770,2770,2770,2770,2770
2011-02-03,2765,2765,2765,2765,2765,2765
2011-02-04,2769,2769,2769,2769,2769,2769
2011-02-07,2767,2767,2767,2767,2767,2767
2011-02-08,2769,2769,2769,2769,2769,2769
2011-02-09,2771,2771,2771,2771,2771,2771
2011-02-10,2769,2769,2769,2769,2769,2769
2011-02-11,2768,2768,2768,2768,2768,2768
2011-02-14,2765,2765,2765,2765,2765,2765
2011-02-15,2770,2770,2770,2770,2770,2770
2011-02-16,2767,2767,2767,2767,2767,2767
2011-02-17,2765,2765,2765,2765,2765,2765
2011-02-18,2769,2769,2769,2769,2769,2769
2011-02-22,2767,2767,2767,2767,2767,2767
2011-02-23,2765,2765,2765,2765,2765,2765
2011-02-24,2765,2765,2765,2765,2765,2765
2011-02-25,2764,2764,2764,2764,2764,2764
2011-02-28,2762,2762,2762,2762,2762,2762
2011-03-01,2761,2761,2761,2761,2761,2761
2011-03-02,2757,2757,2757,2757,2757,2757
2011-03-03,2761,2761,2761,2761,2761,2761
2011-03-04,2758,2758,2758,2758,2758,2758
2011-03-07,2755,2755,2755,2755,2755,2755
2011-03-08,2753,2753,2753,2753,2753,2753
2011-03-09,2754,2754,2754,2754,2754,2754
2011-03-10,2755,2755,2755,2755,2755,2755
2011-03-11,2750,2750,2750,2750,2750,2750
2011-03-14,2753,2753,2753,2753,2753,2753
2011-03-15,2754,2754,2754,2754,2754,2754
2011-03-16,2751,2751,2751,2751,2751,2751
2011-03-17,2752,2752,2752,2752,2752,2752
2011-03-18,2753,2753,2753,2753,2753,2753
2011-03-21,2754,2754,2754,2754,2754,2754
2011-03-22,2755,2755,2755,2755,2755,2755
2011-03-23,2753,2753,2753,2753,2753,2753
2011-03-24,2752,2752,2752,2752,2752,2752
2011-03-25,2752,2752,2752,2752,2752,2752
2011-03-28,2752,2752,2752,2752,2752,2752
2011-03-29,2753,2753,2753,2753,2753,2753
2011-03-30,2754,2754,2754,2754,2754,2754
2011-03-31,2756,2756,2756,2756,2756,2756
2011-04-01,2754,2754,2754,2754,2754,2754
2011-04-04,2750,2750,2750,2750,2750,2750
2011-04-05,2752,2752,2752,2752,2752,2752
2011-04-06,2749,2749,2749,2749,2749,2749
2011-04-07,2747,2747,2747,2747,2747,2747
2011-04-08,2753,2753,2753,2753,2753,2753
2011-04-11,2751,2751,2751,2751,2751,2751
2011-04-12,2750,2750,2750,2750,2750,2750
2011-04-13,2748,2748,2748,2748,2748,2748
2011-04-14,2747,2747,2747,2747,2747,2747
2011-04-15,2746,2746,2746,2746,2746,2746
2011-04-18,2747,2747,2747,2747,2747,2747
2011-04-19,2746,2746,2746,2746,2746,2746
2011-04-20,2746,2746,2746,2746,2746,2746
2011-04-21,2742,2742,2742,2742,2742,2742
2011-04-25,2745,2745,2745,2745,2745,2745
2011-04-26,2743,2743,2743,2743,2743,2743
2011-04-27,2743,2743,2743,2743,2743,2743
2011-04-28,2747,2747,2747,2747,2747,2747
2011-04-29,2742,2742,2742,2742,2742,2742
2011-05-02,2741,2741,2741,2741,2741,2741
2011-05-03,2743,2743,2743,2743,2743,2743
2011-05-04,2745,2745,2745,2745,2745,2745
2011-05-05,2740,2740,2740,2740,2740,2740
2011-05-06,2739,2739,2739,2739,2739,2739
2011-05-09,2742,2742,2742,2742,2742,2742
2011-05-10,2738,2738,2738,2738,2738,2738
2011-05-11,2740,2740,2740,2740,2740,2740
2011-05-12,2737,2737,2737,2737,2737,2737
2011-05-13,2741,2741,2741,2741,2741,2741
2011-05-16,2736,2736,2736,2736,2736,2736
2011-05-17,2739,2739,2739,2739,2739,2739
2011-05-18,2736,2736,2736,2736,2736,2736
2011-05-19,2732,2732,2732,2732,2732,2732
2011-05-20,2738,2738,2738,2738,2738,2738
2011-05-23,2735,2735,2735,2735,2735,2735
2011-05-24,2735,2735,2735,2735,2735,2735
2011-05-25,2736,2736,2736,2736,2736,2736
2011-05-26,2736,2736,2736,2736,2736,2736
2011-05-27,2733,2733,2733,2733,2733,2733
2011-05-31,2735,2735,2735,2735,2735,2735
2011-06-01,2729,2729,2729,2729,2729,2729
2011-06-02,2727,2727,2727,2727,2727,2727
2011-06-03,2727,2727,2727,2727,2727,2727
2011-06-06,2724,2724,2724,2724,2724,2724
2011-06-07,2727,2727,2727,2727,2727,2727
2011-06-08,2725,2725,2725,2725,2725,2725
2011-06-09,2722,2722,2722,2722,2722,2722
2011-06-10,2722,2722,2722,2722,2722,2722
2011-06-13,2721,2721,2721,2721,2721,2721
2011-06-14,2722,2722,2722,2722,2722,2722
2011-06-15,2721,2721,2721,2721,2721,2721
2011-06-16,2718,2718,2718,2718,2718,2718
2011-06-17,2718,2718,2718,2718,2718,2718
2011-06-20,2720,2720,2720,2720,2720,2720
2011-06-21,2717,2717,2717,2717,2717,2717
2011-06-22,2721,2721,2721,2721,2721,2721
2011-06-23,2718,2718,2718,2718,2718,2718
2011-06-24,2715,2715,2715,2715,2715,2715
2011-06-27,2715,2715,2715,2715,2715,2715
2011-06-28,2717,2717,2717,2717,2717,2717
2011-06-29,2713,2713,2713,2713,2713,2713
2011-06-30,2713,2713,2713,2713,2713,2713
2011-07-01,2706,2706,2706,2706,2706,2706
2011-07-05,2705,2705,2705,2705,2705,2705
2011-07-06,2708,2708,2708,2708,2708,2708
2011-07-07,2709,2709,2709,2709,2709,2709
2011-07-08,2705,2705,2705,2705,2705,2705
2011-07-11,2709,2709,2709,2709,2709,2709
2011-07-12,2708,2708,2708,2708,2708,2708
2011-07-13,2704,2704,2704,2704,2704,2704
2011-07-14,2704,2704,2704,2704,2704,2704
2011-07-15,2701,2701,2701,2701,2701,2701
2011-07-18,2701,2701,2701,2701,2701,2701
2011-07-19,2704,2704,2704,2704,2704,2704
2011-07-20,2698,2698,2698,2698,2698,2698
2011-07-21,2700,2700,2700,2700,2700,2700
2011-07-22,2699,2699,2699,2699,2699,2699
2011-07-25,2704,2704,2704,2704,2704,2704
2011-07-26,2700,2700,2700,2700,2700,2700
2011-07-27,2699,2699,2699,2699,2699,2699
2011-07-28,2698,2698,2698,2698,2698,2698
2011-07-29,2696,2696,2696,2696,2696,2696
2011-08-01,2698,2698,2698,2698,2698,2698
2011-08-02,2695,2695,2695,2695,2695,2695
2011-08-03,2697,2697,2697,2697,2697,2697
2011-08-04,2700,2700,2700,2700,2700,2700
2011-08-05,2701,2701,2701,2701,2701,2701
2011-08-08,2696,2696,2696,2696,2696,2696
2011-08-09,2699,2699,2699,2699,2699,2699
2011-08-10,2695,2695,2695,2695,2695,2695
2011-08-11,2697,2697,2697,2697,2697,2697
2011-08-12,2696,2696,2696,2696,2696,2696
2011-08-15,2695,2695,2695,2695,2695,2695
2011-08-16,2695,2695,2695,2695,2695,2695
2011-08-17,2693,2693,2693,2693,2693,2693
2011-08-18,2698,2698,2698,2698,2698,2698
2011-08-19,2698,2698,2698,2698,2698,2698
2011-08-22,2698,2698,2698,2698,2698,2698
2011-08-23,2695,2695,2695,2695,2695,2695
2011-08-24,2696,2696,2696,2696,2696,2696
2011-08-25,2693,2693,2693,2693,2693,2693
2011-08-26,2690,2690,2690,2690,2690,2690
2011-08-29,2692,2692,2692,2692,2692,2692
2011-08-30,2692,2692,2692,2692,2692,2692
2011-08-31,2692,2692,2692,2692,2692,2692
2011-09-01,2689,2689,2689,2689,2689,2689
2011-09-02,2686,2686,2686,2686,2686,2686
2011-09-06,2685,2685,2685,2685,2685,2685
2011-09-07,2680,2680,2680,2680,2680,2680
2011-09-08,2683,2683,2683,2683,2683,2683
2011-09-09,2681,2681,2681,2681,2681,2681
2011-09-12,2683,2683,2683,2683,2683,2683
2011-09-13,2683,2683,2683,2683,2683,2683
2011-09-14,2683,2683,2683,2683,2683,2683
2011-09-15,2680,2680,2680,2680,2680,2680
2011-09-16,2689,2689,2689,2689,2689,2689
2011-09-19,2686,2686,2686,2686,2686,2686
2011-09-20,2684,2684,2684,2684,2684,2684
2011-09-21,2684,2684,2684,2684,2684,2684
2011-09-22,2685,2685,2685,2685,2685,2685
2011-09-23,2686,2686,2686,2686,2686,2686
2011-09-26,2687,2687,2687,2687,2687,2687
2011-09-27,2684,2684,2684,2684,2684,2684
2011-09-28,2683,2683,2683,2683,2683,2683
2011-09-29,2684,2684,2684,2684,2684,2684
2011-09-30,2685,2685,2685,2685,2685,2685
2011-10-03,2686,2686,2686,2686,2686,2686
2011-10-04,2681,2681,2681,2681,2681,2681
2011-10-05,2681,2681,2681,2681,2681,2681
2011-10-06,2674,2674,2674,2674,2674,2674
2011-10-07,2681,2681,2681,2681,2681,2681
2011-10-10,2677,2677,2677,2677,2677,2677
2011-10-11,2678,2678,2678,2678,2678,2678
2011-10-12,2677,2677,2677,2677,2677,2677
2011-10-13,2671,2671,2671,2671,2671,2671
2011-10-14,2675,2675,2675,2675,2675,2675
2011-10-17,2671,2671,2671,2671,2671,2671
2011-10-18,2677,2677,2677,2677,2677,2677
2011-10-19,2672,2672,2672,2672,2672,2672
2011-10-20,2671,2671,2671,2671,2671,2671
2011-10-21,2671,2671,2671,2671,2671,2671
2011-10-24,2670,2670,2670,2670,2670,2670
2011-10-25,2672,2672,2672,2672,2672,2672
2011-10-26,2672,2672,2672,2672,2672,2672
2011-10-27,2671,2671,2671,2671,2671,2671
2011-10-28,2671,2671,2671,2671,2671,2671
2011-10-31,2668,2668,2668,2668,2668,2668
2011-11-01,2670,2670,2670,2670,2670,2670
2011-11-02,2672,2672,2672,2672,2672,2672
2011-11-03,2673,2673,2673,2673,2673,2673
2011-11-04,2674,2674,2674,2674,2674,2674
2011-11-07,2673,2673,2673,2673,2673,2673
2011-11-08,2670,2670,2670,2670,2670,2670
2011-11-09,2668,2668,2668,2668,2668,2668
2011-11-10,2667,2667,2667,2667,2667,2667
2011-11-11,2668,2668,2668,2668,2668,2668
2011-11-14,2671,2671,2671,2671,2671,2671
2011-11-15,2669,2669,2669,2669,2669,2669
2011-11-16,2665,2665,2665,2665,2665,2665
2011-11-17,2668,2668,2668,2668,2668,2668
2011-11-18,2666,2666,2666,2666,2666,2666
2011-11-21,2668,2668,2668,2668,2668,2668
2011-11-22,2667,2667,2667,2667,2667,2667
2011-11-23,2666,2666,2666,2666,2666,2666
2011-11-25,2657,2657,2657,2657,2657,2657
2011-11-28,2667,2667,2667,2667,2667,2667
2011-11-29,2664,2664,2664,2664,2664,2664
2011-11-30,2668,2668,2668,2668,2668,2668
2011-12-01,2669,2669,2669,2669,2669,2669
2011-12-02,2667,2667,2667,2667,2667,2667
2011-12-05,2664,2664,2664,2664,2664,2664
2011-12-06,2669,2669,2669,2669,2669,2669
2011-12-07,2664,2664,2664,2664,2664,2664
2011-12-08,2663,2663,2663,2663,2663,2663
2011-12-09,2663,2663,2663,2663,2663,2663
2011-12-12,2665,2665,2665,2665,2665,2665
2011-12-13,2667,2667,2667,2667,2667,2667
2011-12-14,2662,2662,2662,2662,2662,2662
2011-12-15,2665,2665,2665,2665,2665,2665
2011-12-16,2665,2665,2665,2665,2665,2665
2011-12-19,2661,2661,2661,2661,2661,2661
2011-12-20,2666,2666,2666,2666,2666,2666
2011-12-21,2664,2664,2664,2664,2664,2664
2011-12-22,2667,2667,2667,2667,2667,2667
2011-12-23,2662,2662,2662,2662,2662,2662
2011-12-27,2666,2666,2666,2666,2666,2666
2011-12-28,2666,2666,2666,2666,2666,2666
2011-12-29,2666,2666,2666,2666,2666,2666
2011-12-30,2667,2667,2667,2667,2667,2667
2012-01-03,2784,2784,2784,2784,2784,2784
2012-01-04,2782,2782,2782,2782,2782,2782
2012-01-05,2782,2782,2782,2782,2782,2782
2012-01-06,2785,2785,2785,2785,2785,2785
2012-01-09,2785,2785,2785,2785,2785,2785
2012-01-10,2784,2784,2784,2784,2784,2784
2012-01-11,2784,2784,2784,2784,2784,2784
2012-01-12,2779,2779,2779,2779,2779,2779
2012-01-13,2780,2780,2780,2780,2780,2780
2012-01-17,2778,2778,2778,2778,2778,2778
2012-01-18,2783,2783,2783,2783,2783,2783
2012-01-19,2780,2780,2780,2780,2780,2780
2012-01-20,2778,2778,2778,2778,2778,2778
2012-01-23,2779,2779,2779,2779,2779,2779
2012-01-24,2778,2778,2778,2778,2778,2778
2012-01-25,2781,2781,2781,2781,2781,2781
2012-01-26,2780,2780,2780,2780,2780,2780
2012-01-27,2777,2777,2777,2777,2777,2777
2012-01-30,2777,2777,2777,2777,2777,2777
2012-01-31,2773,2773,2773,2773,2773,2773
2012-02-01,2777,2777,2777,2777,2777,2777
2012-02-02,2776,2776,2776,2776,2776,2776
2012-02-03,2778,2778,2778,2778,2778,2778
2012-02-06,2775,2775,2775,2775,2775,2775
2012-02-07,2774,2774,2774,2774,2774,2774
2012-02-08,2776,2776,2776,2776,2776,2776
2012-02-09,2778,2778,2778,2778,2778,2778
2012-02-10,2775,2775,2775,2775,2775,2775
2012-02-13,2772,2772,2772,2772,2772,2772
2012-02-14,2770,2770,2770,2770,2770,2770
2012-02-15,2770,2770,2770,2770,2770,2770
2012-02-16,2772,2772,2772,2772,2772,2772
2012-02-17,2767,2767,2767,2767,2767,2767
2012-02-21,2767,2767,2767,2767,2767,2767
2012-02-22,2767,2767,2767,2767,2767,2767
2012-02-23,2764,2764,2764,2764,2764,2764
2012-02-24,2764,2764,2764,2764,2764,2764
2012-02-27,2764,2764,2764,2764,2764,2764
2012-02-28,2763,2763,2763,2763,2763,2763
2012-02-29,2766,2766,2766,2766,2766,2766
2012-03-01,2762,2762,2762,2762,2762,2762
2012-03-02,2769,2769,2769,2769,2769,2769
2012-03-05,2765,2765,2765,2765,2765,2765
2012-03-06,2765,2765,2765,2765,2765,2765
2012-03-07,2764,2764,2764,2764,2764,2764
2012-03-08,2769,2769,2769,2769,2769,2769
2012-03-09,2766,2766,2766,2766,2766,2766
2012-03-12,2765,2765,2765,2765,2765,2765
2012-03-13,2763,2763,2763,2763,2763,2763
2012-03-14,2765,2765,2765,2765,2765,2765
2012-03-15,2765,2765,2765,2765,2765,2765
2012-03-16,2766,2766,2766,2766,2766,2766
2012-03-19,2765,2765,2765,2765,2765,2765
2012-03-20,2762,2762,2762,2762,2762,2762
2012-03-21,2763,2763,2763,2763,2763,2763
2012-03-22,2766,2766,2766,2766,2766,2766
2012-03-23,2762,2762,2762,2762,2762,2762
2012-03-26,2763,2763,2763,2763,2763,2763
2012-03-27,2760,2760,2760,2760,2760,2760
2012-03-28,2764,2764,2764,2764,2764,2764
2012-03-29,2762,2762,2762,2762,2762,2762
2012-03-30,2760,2760,2760,2760,2760,2760
2012-04-02,2760,2760,2760,2760,2760,2760
2012-04-03,2764,2764,2764,2764,2764,2764
2012-04-04,2761,2761,2761,2761,2761,2761
2012-04-05,2758,2758,2758,2758,2758,2758
2012-04-09,2761,2761,2761,2761,2761,2761
2012-04-10,2760,2760,2760,2760,2760,2760
2012-04-11,2761,2761,2761,2761,2761,2761
2012-04-12,2761,2761,2761,2761,2761,2761
2012-04-13,2758,2758,2758,2758,2758,2758
2012-04-16,2757,2757,2757,2757,2757,2757
2012-04-17,2760,2760,2760,2760,2760,2760
2012-04-18,2758,2758,2758,2758,2758,2758
2012-04-19,2758,2758,2758,2758,2758,2758
2012-04-20,2756,2756,2756,2756,2756,2756
2012-04-23,2755,2755,2755,2755,2755,2755
2012-04-24,2757,2757,2757,2757,2757,2757
2012-04-25,2756,2756,2756,2756,2756,2756
2012-04-26,2760,2760,2760,2760,2760,2760
2012-04-27,2757,2757,2757,2757,2757,2757
2012-04-30,2755,2755,2755,2755,2755,2755
2012-05-01,2754,2754,2754,2754,2754,2754
2012-05-02,2755,2755,2755,2755,2755,2755
2012-05-03,2755,2755,2755,2755,2755,2755
2012-05-04,2751,2751,2751,2751,2751,2751
2012-05-07,2755,2755,2755,2755,2755,2755
2012-05-08,2749,2749,2749,2749,2749,2749
2012-05-09,2750,2750,2750,2750,2750,2750
2012-05-10,2747,2747,2747,2747,2747,2747
2012-05-11,2752,2752,2752,2752,2752,2752
2012-05-14,2747,2747,2747,2747,2747,2747
2012-05-15,2746,2746,2746,2746,2746,2746
2012-05-16,2747,2747,2747,2747,2747,2747
2012-05-17,2748,2748,2748,2748,2748,2748
2012-05-18,2746,2746,2746,2746,2746,2746
2012-05-21,2746,2746,2746,2746,2746,2746
2012-05-22,2747,2747,2747,2747,2747,2747
2012-05-23,2744,2744,2744,2744,2744,2744
2012-05-24,2746,2746,2746,2746,2746,2746
2012-05-25,2749,2749,2749,2749,2749,2749
2012-05-29,2744,2744,2744,2744,2744,2744
2012-05-30,2744,2744,2744,2744,2744,2744
2012-05-31,2747,2747,2747,2747,2747,2747
2012-06-01,2748,2748,2748,2748,2748,2748
2012-06-04,2744,2744,2744,2744,2744,2744
2012-06-05,2742,2742,2742,2742,2742,2742
2012-06-06,2748,2748,2748,2748,2748,2748
2012-06-07,2746,2746,2746,2746,2746,2746
2012-06-08,2746,2746,2746,2746,2746,2746
2012-06-11,2747,2747,2747,2747,2747,2747
2012-06-12,2747,2747,2747,2747,2747,2747
2012-06-13,2743,2743,2743,2743,2743,2743
2012-06-14,2744,2744,2744,2744,2744,2744
2012-06-15,2745,2745,2745,2745,2745,2745
2012-06-18,2745,2745,2745,2745,2745,2745
2012-06-19,2746,2746,2746,2746,2746,2746
2012-06-20,2744,2744,2744,2744,2744,2744
2012-06-21,2742,2742,2742,2742,2742,2742
2012-06-22,2744,2744,2744,2744,2744,2744
2012-06-25,2739,2739,2739,2739,2739,2739
2012-06-26,2744,2744,2744,2744,2744,2744
2012-06-27,2743,2743,2743,2743,2743,2743
2012-06-28,2742,2742,2742,2742,2742,2742
2012-06-29,2742,2742,2742,2742,2742,2742
2012-07-02,2736,2736,2736,2736,2736,2736
2012-07-03,2731,2731,2731,2731,2731,2731
2012-07-05,2732,2732,2732,2732,2732,2732
2012-07-06,2730,2730,2730,2730,2730,2730
2012-07-09,2727,2727,2727,2727,2727,2727
2012-07-10,2733,2733,2733,2733,2733,2733
2012-07-11,2732,2732,2732,2732,2732,2732
2012-07-12,2732,2732,2732,2732,2732,2732
2012-07-13,2728,2728,2728,2728,2728,2728
2012-07-16,2734,2734,2734,2734,2734,2734
2012-07-17,2730,2730,2730,2730,2730,2730
2012-07-18,2731,2731,2731,2731,2731,2731
2012-07-19,2733,2733,2733,2733,2733,2733
2012-07-20,2730,2730,2730,2730,2730,2730
2012-07-23,2731,2731,2731,2731,2731,2731
2012-07-24,2730,2730,2730,2730,2730,2730
2012-07-25,2730,2730,2730,2730,2730,2730
2012-07-26,2725,2725,2725,2725,2725,2725
2012-07-27,2729,2729,2729,2729,2729,2729
2012-07-30,2725,2725,2725,2725,2725,2725
2012-07-31,2727,2727,2727,2727,2727,2727
2012-08-01,2724,2724,2724,2724,2724,2724
2012-08-02,2723,2723,2723,2723,2723,2723
2012-08-03,2722,2722,2722,2722,2722,2722
2012-08-06,2720,2720,2720,2720,2720,2720
2012-08-07,2722,2722,2722,2722,2722,2722
2012-08-08,2721,2721,2721,2721,2721,2721
2012-08-09,2719,2719,2719,2719,2719,2719
2012-08-10,2717,2717,2717,2717,2717,2717
2012-08-13,2722,2722,2722,2722,2722,2722
2012-08-14,2715,2715,2715,2715,2715,2715
2012-08-15,2717,2717,2717,2717,2717,2717
2012-08-16,2720,2720,2720,2720,2720,2720
2012-08-17,2724,2724,2724,2724,2724,2724
2012-08-20,2719,2719,2719,2719,2719,2719
2012-08-21,2723,2723,2723,2723,2723,2723
2012-08-22,2720,2720,2720,2720,2720,2720
2012-08-23,2715,2715,2715,2715,2715,2715
2012-08-24,2715,2715,2715,2715,2715,2715
2012-08-27,2717,2717,2717,2717,2717,2717
2012-08-28,2714,2714,2714,2714,2714,2714
2012-08-29,2718,2718,2718,2718,2718,2718
2012-08-30,2717,2717,2717,2717,2717,2717
2012-08-31,2716,2716,2716,2716,2716,2716
2012-09-04,2720,2720,2720,2720,2720,2720
2012-09-05,2716,2716,2716,2716,2716,2716
2012-09-06,2714,2714,2714,2714,2714,2714
2012-09-07,2716,2716,2716,2716,2716,2716
2012-09-10,2718,2718,2718,2718,2718,2718
2012-09-11,2716,2716,2716,2716,2716,2716
2012-09-12,2717,2717,2717,2717,2717,2717
2012-09-13,2716,2716,2716,2716,2716,2716
2012-09-14,2717,2717,2717,2717,2717,2717
